"ID";"a1.trabajo";"a2.contrato";"a3.empleador";"a4.areatrabajo";"a5.precovid";"a6.motivo";"a7.busca";"a8.modalidad";"a9.carga";"a10.situacion";"a11.desempeño";"b1.estudio";"b2.material";"b2.dejar";"b2.adapta";"b2.internet";"b2.institucion";"b2.profes";"b2.compu";"c1.barrer";"c1.basura";"c1.cocinar";"c1.adultos";"c1.mascotas";"c1.niñxs";"c1.loza";"c1.ropa";"c1.baños";"c1.ordenar";"c1.compras";"c2.internet";"c2.patio";"c2.nhabs";"c2.equipos";"c2.thabs";"c2.ubicacion";"c3.npersonas";"c4.habitantes";"c4.abuelxs";"c4.amigxs";"c4.arrendatarixs";"c4.pareja";"c4.hermanxs";"c4.padres";"c4.hijxs";"c4.otrxs";"c5.aumento";"c5.mujeres";"c5.gusta";"c5.apoyo";"c5.tiempo";"c5.unicx";"c6.nhijxs";"c7.recreacion";"c7.union";"c7.tiempo";"c7.comunicacion";"c7.confianza";"c7.preocupacion";"c7.conflictos";"d1.angustia";"d1.ansiedad";"d1.estres";"d1.frustracion";"d1.incertidumbre";"d1.enojo";"d1.miedo";"d1.soledad";"d1.tristeza";"d2.atencion";"d3.farmacos";"d4.tratamiento";"e1.pareja";"e2.cambio";"e3.enojos";"e3.lesionarme";"e3.golpes";"e3.gritos";"e3.terceros";"e3.humilla";"e3.insulta";"e3.respeto";"e3.peligro";"e4.conversa";"e5.denuncia1";"e6.institucion";"e6.carchi";"e7.violencia";"e8.denuncia2";"f1.moviliza";"f1.gobierno";"f1.justicia";"f1.ddhh";"f1.migra";"f1.policias";"f1.apoyos";"f1.expulsion";"f1.pensiones";"f1.apruebo";"sexo";"edad";"comunares";"paisnac";"regionnac";"estudios";"ingresos";"cambioingreso";"bonos";"bonos.caja";"bonos.ife";"bonos.minimo";"bonos.covid";"bonos.media";"bonos.none";"salir"
"11";"Trabajo independiente o por cuenta propia";"Independiente (dueño o socio de empresas, sociedades u otros negocios)";"Hogar particular";NA;"Trabajo independiente o por cuenta propia";"Término del trabajo o servicio que originó el contrato";"No";NA;NA;NA;NA;"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"1-2 horas";"0 horas";"0 horas";"1-2 horas";"3-5 horas";"0 horas";"1-2 horas";"0 horas";"0 horas";"1-2 horas";"1-2 horas";"Excelente";"Excelente";"Bueno";"Excelente";"Regular";"Excelente";"3";"Abuelo(s) y/o abuela(s)";1;0;0;0;0;0;0;0;"Muy de acuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"0";"Disminuyó";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Disminuyó";"Disminuyó";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Siempre";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Se ha mantenido igual";"Nunca";"Nunca";"Casi nunca";"Casi nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"No";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"De acuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Hombre";21;"Iquique";"Chile";"Tarapaca";"Técnica incompleta";"Menos de $150.000";"Han disminuido fuertemente";"Caja familiar (mercadería)";1;0;0;0;0;0;7
"12";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"Empresa o negocio (individual o familiar)";"Despido";"No";NA;NA;NA;NA;"Educación universitaria";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"1-2 horas";"0 horas";"6-10 horas";"0 horas";"0 horas";"0 horas";"1-2 horas";"1-2 horas";"1-2 horas";"0 horas";"3-5 horas";"Regular";"Malo";"Regular";"Regular";"Regular";"Regular";"3";"Hermano(s) y/o hermana(s);Padre y/o madre";0;0;0;0;1;1;0;0;"Muy de acuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"0";"Se mantuvo igual";"Aumentó";"Aumentó";"Se mantuvo igual";"Aumentó";"Aumentó";"Aumentó";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Sí";"Sí";"No he podido continuar el tratamiento";"Pololeo o noviazgo";"Ha empeorado mucho";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";21;"Alto Hospicio";"Chile";"Tarapaca";"Universitaria incompleta";"No tuve ingresos";"Han disminuido fuertemente";"Caja familiar (mercadería)";1;0;0;0;0;0;0
"13";"Trabajo dependiente";"Contrato indefinido";"Estatal";NA;"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Completamente con teletrabajo";"Ha aumentado levemente";"Buena";"De acuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"3-5 horas";"3-5 horas";"3-5 horas";"0 horas";"0 horas";"0 horas";"1-2 horas";"3-5 horas";"3-5 horas";"3-5 horas";"3-5 horas";"Malo";"Regular";"Bueno";"Bueno";"Regular";"Malo";"2";"Cónyuge, pareja o conviviente";0;0;0;1;0;0;0;0;"Muy de acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"2";"Disminuyó";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Disminuyó";"Se mantuvo igual";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"No";"No";NA;0;"Sí";"No";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Mujer";46;"Iquique";"Chile";"Tarapaca";"Universitaria incompleta";"$150.000 - $300.000";"Han disminuido fuertemente";"Caja familiar (mercadería)";1;0;0;0;0;0;1
"14";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"21 o más horas";"11-20 horas";"11-20 horas";"21 o más horas";"21 o más horas";"0 horas";"11-20 horas";"11-20 horas";"11-20 horas";"21 o más horas";"11-20 horas";"Bueno";"Regular";"Regular";"Regular";"Bueno";"Regular";"2";"Amigo(s) y/o amiga(s)";0;1;0;0;0;0;0;0;"Muy de acuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"2";"Disminuyó";"Disminuyó";"Se mantuvo igual";"Disminuyó";"Disminuyó";"Aumentó";"Disminuyó";"Siempre";"Siempre";"Frecuentemente";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Sí";"Sí";"No he podido continuar el tratamiento";"Convivente Civil";"Ha empeorado mucho";"Frecuentemente";"Nunca";"Nunca";"Casi nunca";"Nunca";"A veces";"Casi nunca";"Casi nunca";"Nunca";"No";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Muy en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy de acuerdo";"Absolutamente de acuerdo";"Mujer";54;"Iquique";"Chile";"Tarapaca";"Técnica completa";"No tuve ingresos";"Han disminuido fuertemente";"Ingreso familiar de emergencia;Bono Covid-19;Caja familiar (mercadería)";1;1;0;1;0;0;1
"15";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"6-10 horas";"6-10 horas";"1-2 horas";"0 horas";"1-2 horas";"11-20 horas";"1-2 horas";"1-2 horas";"1-2 horas";"6-10 horas";"6-10 horas";"Bueno";"Regular";"Bueno";"Bueno";"Bueno";"Bueno";"4";"Cónyuge, pareja o conviviente;Hijo(s) y/o hija(s)";0;0;0;1;0;0;1;0;"De acuerdo";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"3";"Disminuyó";"Se mantuvo igual";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Sí";"Sí";"No estaba en ningún tratamiento antes de la pandemia";"Matrimonio";"Ha mejorado levemente";"A veces";"Nunca";"Nunca";"Casi nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"No";"No";NA;0;"Sí";"No";"Absolutamente de acuerdo";"En desacuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";35;"Iquique";"Chile";"Metropolitana";"Universitaria completa";"$750.000 - $1.500.000";"Han disminuido fuertemente";"Bono Covid-19";0;0;0;1;0;0;1
"16";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"Trabajo independiente o por cuenta propia";"Término del trabajo o servicio que originó el contrato";"Si";NA;NA;NA;NA;"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"3-5 horas";"1-2 horas";"6-10 horas";"1-2 horas";"1-2 horas";"6-10 horas";"3-5 horas";"6-10 horas";"1-2 horas";"6-10 horas";"6-10 horas";"Regular";"Malo";"Regular";"Regular";"Regular";"Regular";"4";"Cónyuge, pareja o conviviente;Hijo(s) y/o hija(s);Hermano(s) y/o hermana(s)";0;0;0;1;1;0;1;0;"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"1";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Se mantuvo igual";"Casi nunca";"A veces";"Frecuentemente";"A veces";"A veces";"Casi nunca";"A veces";"Casi nunca";"Casi nunca";"Tal vez";"No";"No estaba en ningún tratamiento antes de la pandemia";"Convivente Civil";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Muy en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";28;"Huara";"Chile";"Tarapaca";"Media completa";"$150.000 - $300.000";"Han disminuido fuertemente";"Ingreso familiar de emergencia;Caja familiar (mercadería)";1;1;0;0;0;0;1
"17";"Empresa o negocio (individual o familiar)";"Independiente (dueño o socio de empresas, sociedades u otros negocios)";"Hogar particular";NA;"Trabajo dependiente";"Mutuo acuerdo";"No";NA;NA;NA;NA;"Educación universitaria";"De acuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"6-10 horas";"6-10 horas";"11-20 horas";"21 o más horas";"21 o más horas";"21 o más horas";"1-2 horas";"6-10 horas";"1-2 horas";"21 o más horas";"3-5 horas";"Regular";"Regular";"Bueno";"Bueno";"Bueno";"Malo";"4";"Hijo(s) y/o hija(s)";0;0;0;0;0;0;1;0;"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"0";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Disminuyó";"Frecuentemente";"Frecuentemente";"Siempre";"Frecuentemente";"Casi nunca";"Casi nunca";"A veces";"A veces";"A veces";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"Sí";"Sí";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";19;"Iquique";"Chile";"Tarapaca";"Universitaria incompleta";"$450.000 - $750.000";"Han aumentado levemente";"Caja familiar (mercadería)";1;0;0;0;0;0;2
"18";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"Empresa o negocio (individual o familiar)";"Término del trabajo o servicio que originó el contrato";"No";NA;NA;NA;NA;"Educación media";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"0 horas";"3-5 horas";"0 horas";"0 horas";"3-5 horas";"0 horas";"0 horas";"0 horas";"0 horas";"0 horas";"1-2 horas";"Bueno";"Regular";"Bueno";"Bueno";"Bueno";"Regular";"3";"Cónyuge, pareja o conviviente;Hijo(s) y/o hija(s)";0;0;0;1;0;0;1;0;"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"2";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"No he estado en una relación de pareja durante los últimos tres meses";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Sí";"No";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Hombre";58;"Iquique";"Chile";"Tarapaca";"Media completa";"No tuve ingresos";"Han disminuido fuertemente";"Ingreso familiar de emergencia;Bono Covid-19;Caja familiar (mercadería)";1;1;0;1;0;0;7
"19";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"Trabajo dependiente";"Se debió cumplir la cuarentena";"No";NA;NA;NA;NA;"Educación universitaria";"Muy de acuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"1-2 horas";"1-2 horas";"3-5 horas";"0 horas";"3-5 horas";"1-2 horas";"0 horas";"3-5 horas";"1-2 horas";"3-5 horas";"3-5 horas";"Bueno";"Bueno";"Bueno";"Bueno";"Bueno";"Bueno";"2";"Hermano(s) y/o hermana(s)";0;0;0;0;1;0;0;0;"En desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"0";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Disminuyó";"Siempre";"A veces";"Siempre";"Siempre";"A veces";"Frecuentemente";"Frecuentemente";"A veces";"Frecuentemente";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Ha mejorado levemente";"Nunca";"Nunca";"Casi siempre";"Nunca";"Nunca";"Nunca";"A veces";"Siempre";"Nunca";"Sí";"No";NA;0;"Sí";"Sí";"Absolutamente de acuerdo";"Muy en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"De acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Hombre";21;"Pozo Almonte";"Chile";"Tarapaca";"Universitaria incompleta";"No tuve ingresos";"Han disminuido fuertemente";NA;0;0;0;0;0;1;1
"20";"Trabajo dependiente";"Planta o Contrata (estatuto administrativo)";"Estatal";NA;"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Completamente con teletrabajo";"Ha aumentado levemente";"Regular";"Muy de acuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"1-2 horas";"0 horas";"1-2 horas";"0 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"3-5 horas";"3-5 horas";"Excelente";"Malo";"Excelente";"Excelente";"Bueno";"Bueno";"4";"Cónyuge, pareja o conviviente;Hijo(s) y/o hija(s)";0;0;0;1;0;0;1;0;"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"3";"Disminuyó";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Aumentó";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"Frecuentemente";"Sí";"No";"No he podido continuar el tratamiento";"Convivente Civil";"Ha empeorado levemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"No";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"De acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";46;"Iquique";"Chile";"Antofagasta";"Universitaria completa";"$750.000 - $1.500.000";"Se han mantenido igual";NA;0;0;0;0;0;1;2
"21";"Trabajo independiente o por cuenta propia";"No tengo contrato de trabajo";"Estatal";NA;"Trabajo independiente o por cuenta propia";"Término del trabajo o servicio que originó el contrato";"No";NA;NA;NA;NA;"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"1-2 horas";"0 horas";"11-20 horas";"0 horas";"0 horas";"0 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"3-5 horas";"Bueno";"Bueno";"Bueno";"Bueno";"Regular";"Bueno";"1";"Cónyuge, pareja o conviviente";0;0;0;1;0;0;0;0;"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"0";"Se mantuvo igual";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Se mantuvo igual";"Disminuyó";"Casi nunca";"A veces";"Frecuentemente";"Casi nunca";"A veces";"Casi nunca";"Casi nunca";"A veces";"A veces";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"Sí";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";33;"Iquique";"Chile";"Bio Bio";"Universitaria completa";"$150.000 - $300.000";"Han disminuido fuertemente";"Ingreso familiar de emergencia;Bono Covid-19;Caja familiar (mercadería);Clase media ($500.000)";1;1;0;1;1;0;1
"22";"Trabajo independiente o por cuenta propia";"No tengo contrato de trabajo";NA;NA;"Trabajo dependiente";"Despido";"No";NA;NA;NA;NA;"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"1-2 horas";"3-5 horas";"1-2 horas";"0 horas";"0 horas";"0 horas";"1-2 horas";"1-2 horas";"0 horas";"1-2 horas";"3-5 horas";"Excelente";"Excelente";"Excelente";"Excelente";"Excelente";"Excelente";"5 o más";"Hermano(s) y/o hermana(s);Padre y/o madre;Abuelo(s) y/o abuela(s)";1;0;0;0;1;1;0;0;"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"0";"Se mantuvo igual";"Disminuyó";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Aumentó";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"Otra relación afectiva";"Ha empeorado mucho";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"Casi nunca";"Frecuentemente";"Nunca";"Nunca";"No";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Hombre";25;"Iquique";"Chile";"Tarapaca";"Media completa";"$450.000 - $750.000";"Han aumentado levemente";"Caja familiar (mercadería)";1;0;0;0;0;0;3
"23";"Trabajo dependiente";"Contrato indefinido";"Estatal";NA;"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Mayormente con teletrabajo";"Ha aumentado considerablemente";"Muy buena";"En desacuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"1-2 horas";"0 horas";"0 horas";"0 horas";"0 horas";"0 horas";"0 horas";"1-2 horas";"0 horas";"0 horas";"3-5 horas";"Excelente";"Excelente";"Excelente";"Excelente";"Excelente";"Excelente";"5 o más";"Cónyuge, pareja o conviviente";0;0;0;1;0;0;0;0;"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"0";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Se mantuvo igual";"Disminuyó";"Se mantuvo igual";"A veces";"Frecuentemente";"Frecuentemente";"A veces";"Frecuentemente";"Frecuentemente";"Nunca";"A veces";"A veces";"Sí";"Sí";"No estaba en ningún tratamiento antes de la pandemia";"Convivente Civil";"Ha mejorado levemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";32;"Iquique";"Chile";"Arica";"Postgrado";"Más de $1.500.000";"Se han mantenido igual";NA;0;0;0;0;0;1;1
"24";"Trabajo dependiente";"Contrato plazo fijo";"Privada";"Minería";"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Completamente presencial";"Se ha mantenido igual";"Buena";"Absolutamente de acuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"21 o más horas";"1-2 horas";"21 o más horas";"0 horas";"0 horas";"0 horas";"21 o más horas";"11-20 horas";"6-10 horas";"21 o más horas";"6-10 horas";"Bueno";"Regular";"Bueno";"Regular";"Bueno";"Excelente";"2";"Padre y/o madre";0;0;0;0;0;1;0;0;"Muy de acuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"0";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"A veces";"A veces";"A veces";"Casi nunca";"Frecuentemente";"Casi nunca";"Casi nunca";"Casi nunca";"Frecuentemente";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Otra relación afectiva";"Ha empeorado levemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"Sí";"No";NA;0;"Sí";"No";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";21;"Alto Hospicio";"Chile";"Valparaiso";"Universitaria incompleta";"Menos de $150.000";"Se han mantenido igual";"Caja familiar (mercadería)";1;0;0;0;0;0;2
"25";"Trabajo dependiente";"Planta o Contrata (estatuto administrativo)";"Estatal";NA;"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Completamente con teletrabajo";"Ha aumentado considerablemente";"Buena";"De acuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"1-2 horas";"1-2 horas";"1-2 horas";"0 horas";"3-5 horas";"0 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"3-5 horas";"Bueno";"Bueno";"Bueno";"Bueno";"Bueno";"Bueno";"Vivo solo/a";NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"A veces";"A veces";"Frecuentemente";"A veces";"Frecuentemente";"A veces";"Frecuentemente";"Frecuentemente";"A veces";"Tal vez";"No";"No estaba en ningún tratamiento antes de la pandemia";"Otra relación afectiva";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"No";NA;"Muy de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy de acuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Absolutamente de acuerdo";"Mujer";38;"Iquique";"Chile";"Tarapaca";"Postgrado";"$750.000 - $1.500.000";"Han disminuido levemente";NA;0;0;0;0;0;1;2
